"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Avg Daily Max Heat Index (F)
	"Madison County, NC"	"37115"	"1994"	"1994"	"Dec"	"12"	49.98	248	Missing
"Total"	"Madison County, NC"	"37115"	"1994"	"1994"			61.31	2920	83.78
	"Madison County, NC"	"37115"	"1995"	"1995"	"Jan"	"1"	43.91	248	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"Feb"	"2"	44.40	224	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"Mar"	"3"	55.37	248	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"Apr"	"4"	61.73	240	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"May"	"5"	69.04	248	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"Jun"	"6"	72.93	240	85.99
	"Madison County, NC"	"37115"	"1995"	"1995"	"Jul"	"7"	78.99	248	85.45
	"Madison County, NC"	"37115"	"1995"	"1995"	"Aug"	"8"	79.15	248	87.67
	"Madison County, NC"	"37115"	"1995"	"1995"	"Sep"	"9"	71.29	240	83.27
	"Madison County, NC"	"37115"	"1995"	"1995"	"Oct"	"10"	63.42	248	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"Nov"	"11"	47.89	240	Missing
	"Madison County, NC"	"37115"	"1995"	"1995"	"Dec"	"12"	39.95	248	Missing
"Total"	"Madison County, NC"	"37115"	"1995"	"1995"			60.78	2920	86.44
	"Madison County, NC"	"37115"	"1996"	"1996"	"Jan"	"1"	39.85	248	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"Feb"	"2"	43.02	232	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"Mar"	"3"	46.51	248	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"Apr"	"4"	57.94	240	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"May"	"5"	70.41	248	83.95
	"Madison County, NC"	"37115"	"1996"	"1996"	"Jun"	"6"	74.56	240	85.95
	"Madison County, NC"	"37115"	"1996"	"1996"	"Jul"	"7"	76.37	248	84.99
	"Madison County, NC"	"37115"	"1996"	"1996"	"Aug"	"8"	75.80	248	83.66
	"Madison County, NC"	"37115"	"1996"	"1996"	"Sep"	"9"	69.47	240	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"Oct"	"10"	62.65	248	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"Nov"	"11"	48.19	240	Missing
	"Madison County, NC"	"37115"	"1996"	"1996"	"Dec"	"12"	47.72	248	Missing
"Total"	"Madison County, NC"	"37115"	"1996"	"1996"			59.43	2928	84.97
	"Madison County, NC"	"37115"	"1997"	"1997"	"Jan"	"1"	41.93	248	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"Feb"	"2"	48.73	224	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"Mar"	"3"	55.88	248	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"Apr"	"4"	56.42	240	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"May"	"5"	62.71	248	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"Jun"	"6"	70.85	240	84.72
	"Madison County, NC"	"37115"	"1997"	"1997"	"Jul"	"7"	78.21	248	86.24
	"Madison County, NC"	"37115"	"1997"	"1997"	"Aug"	"8"	75.28	248	85.25
	"Madison County, NC"	"37115"	"1997"	"1997"	"Sep"	"9"	72.03	240	83.81
	"Madison County, NC"	"37115"	"1997"	"1997"	"Oct"	"10"	62.43	248	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"Nov"	"11"	47.57	240	Missing
	"Madison County, NC"	"37115"	"1997"	"1997"	"Dec"	"12"	43.84	248	Missing
"Total"	"Madison County, NC"	"37115"	"1997"	"1997"			59.72	2920	85.77
	"Madison County, NC"	"37115"	"1998"	"1998"	"Jan"	"1"	45.97	248	Missing
	"Madison County, NC"	"37115"	"1998"	"1998"	"Feb"	"2"	45.20	224	Missing
	"Madison County, NC"	"37115"	"1998"	"1998"	"Mar"	"3"	49.56	248	Missing
	"Madison County, NC"	"37115"	"1998"	"1998"	"Apr"	"4"	58.46	240	Missing
	"Madison County, NC"	"37115"	"1998"	"1998"	"May"	"5"	71.31	248	83.72
	"Madison County, NC"	"37115"	"1998"	"1998"	"Jun"	"6"	76.20	240	87.31
	"Madison County, NC"	"37115"	"1998"	"1998"	"Jul"	"7"	77.30	248	85.95
	"Madison County, NC"	"37115"	"1998"	"1998"	"Aug"	"8"	77.20	248	83.87
	"Madison County, NC"	"37115"	"1998"	"1998"	"Sep"	"9"	76.62	240	83.37
	"Madison County, NC"	"37115"	"1998"	"1998"	"Oct"	"10"	65.92	248	Missing
	"Madison County, NC"	"37115"	"1998"	"1998"	"Nov"	"11"	56.64	240	Missing
	"Madison County, NC"	"37115"	"1998"	"1998"	"Dec"	"12"	49.50	248	Missing
"Total"	"Madison County, NC"	"37115"	"1998"	"1998"			62.58	2920	85.11
	"Madison County, NC"	"37115"	"1999"	"1999"	"Jan"	"1"	46.57	248	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"Feb"	"2"	48.31	224	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"Mar"	"3"	47.61	248	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"Apr"	"4"	62.47	240	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"May"	"5"	67.52	248	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"Jun"	"6"	73.97	240	83.78
	"Madison County, NC"	"37115"	"1999"	"1999"	"Jul"	"7"	79.16	248	87.40
	"Madison County, NC"	"37115"	"1999"	"1999"	"Aug"	"8"	79.25	248	85.75
	"Madison County, NC"	"37115"	"1999"	"1999"	"Sep"	"9"	72.24	240	81.79
	"Madison County, NC"	"37115"	"1999"	"1999"	"Oct"	"10"	63.15	248	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"Nov"	"11"	56.54	240	Missing
	"Madison County, NC"	"37115"	"1999"	"1999"	"Dec"	"12"	47.25	248	Missing
"Total"	"Madison County, NC"	"37115"	"1999"	"1999"			62.07	2920	86.19
	"Madison County, NC"	"37115"	"2000"	"2000"	"Jan"	"1"	41.32	248	Missing
	"Madison County, NC"	"37115"	"2000"	"2000"	"Feb"	"2"	50.42	232	Missing
	"Madison County, NC"	"37115"	"2000"	"2000"	"Mar"	"3"	56.62	248	Missing
	"Madison County, NC"	"37115"	"2000"	"2000"	"Apr"	"4"	58.31	240	Missing
	"Madison County, NC"	"37115"	"2000"	"2000"	"May"	"5"	72.02	248	83.42
	"Madison County, NC"	"37115"	"2000"	"2000"	"Jun"	"6"	75.93	240	83.56
	"Madison County, NC"	"37115"	"2000"	"2000"	"Jul"	"7"	77.03	248	83.67
	"Madison County, NC"	"37115"	"2000"	"2000"	"Aug"	"8"	78.15	248	86.10
	"Madison County, NC"	"37115"	"2000"	"2000"	"Sep"	"9"	71.49	240	82.67
	"Madison County, NC"	"37115"	"2000"	"2000"	"Oct"	"10"	66.23	248	Missing
	"Madison County, NC"	"37115"	"2000"	"2000"	"Nov"	"11"	50.72	240	Missing
	"Madison County, NC"	"37115"	"2000"	"2000"	"Dec"	"12"	38.72	248	Missing
"Total"	"Madison County, NC"	"37115"	"2000"	"2000"			61.44	2928	84.61
	"Madison County, NC"	"37115"	"2001"	"2001"	"Jan"	"1"	39.80	248	Missing
	"Madison County, NC"	"37115"	"2001"	"2001"	"Feb"	"2"	50.29	224	Missing
	"Madison County, NC"	"37115"	"2001"	"2001"	"Mar"	"3"	47.37	248	Missing
	"Madison County, NC"	"37115"	"2001"	"2001"	"Apr"	"4"	63.11	240	81.20
	"Madison County, NC"	"37115"	"2001"	"2001"	"May"	"5"	69.03	248	Missing
	"Madison County, NC"	"37115"	"2001"	"2001"	"Jun"	"6"	74.37	240	82.98
	"Madison County, NC"	"37115"	"2001"	"2001"	"Jul"	"7"	77.10	248	84.50
	"Madison County, NC"	"37115"	"2001"	"2001"	"Aug"	"8"	78.20	248	84.77
	"Madison County, NC"	"37115"	"2001"	"2001"	"Sep"	"9"	69.94	240	84.41
	"Madison County, NC"	"37115"	"2001"	"2001"	"Oct"	"10"	61.12	248	Missing
	"Madison County, NC"	"37115"	"2001"	"2001"	"Nov"	"11"	60.44	240	Missing
	"Madison County, NC"	"37115"	"2001"	"2001"	"Dec"	"12"	49.53	248	Missing
"Total"	"Madison County, NC"	"37115"	"2001"	"2001"			61.73	2920	84.38
	"Madison County, NC"	"37115"	"2002"	"2002"	"Jan"	"1"	46.55	248	Missing
	"Madison County, NC"	"37115"	"2002"	"2002"	"Feb"	"2"	45.37	224	Missing
	"Madison County, NC"	"37115"	"2002"	"2002"	"Mar"	"3"	54.23	248	Missing
	"Madison County, NC"	"37115"	"2002"	"2002"	"Apr"	"4"	63.08	240	Missing
	"Madison County, NC"	"37115"	"2002"	"2002"	"May"	"5"	68.01	248	82.70
	"Madison County, NC"	"37115"	"2002"	"2002"	"Jun"	"6"	76.29	240	84.63
	"Madison County, NC"	"37115"	"2002"	"2002"	"Jul"	"7"	79.42	248	85.11
	"Madison County, NC"	"37115"	"2002"	"2002"	"Aug"	"8"	80.03	248	85.29
	"Madison County, NC"	"37115"	"2002"	"2002"	"Sep"	"9"	76.48	240	83.23
	"Madison County, NC"	"37115"	"2002"	"2002"	"Oct"	"10"	65.36	248	83.40
	"Madison County, NC"	"37115"	"2002"	"2002"	"Nov"	"11"	49.99	240	Missing
	"Madison County, NC"	"37115"	"2002"	"2002"	"Dec"	"12"	44.26	248	Missing
"Total"	"Madison County, NC"	"37115"	"2002"	"2002"			62.52	2920	84.72
	"Madison County, NC"	"37115"	"2003"	"2003"	"Jan"	"1"	37.44	248	Missing
	"Madison County, NC"	"37115"	"2003"	"2003"	"Feb"	"2"	45.53	224	Missing
	"Madison County, NC"	"37115"	"2003"	"2003"	"Mar"	"3"	56.59	248	Missing
	"Madison County, NC"	"37115"	"2003"	"2003"	"Apr"	"4"	63.18	240	Missing
	"Madison County, NC"	"37115"	"2003"	"2003"	"May"	"5"	67.87	248	83.50
	"Madison County, NC"	"37115"	"2003"	"2003"	"Jun"	"6"	72.23	240	83.92
	"Madison County, NC"	"37115"	"2003"	"2003"	"Jul"	"7"	76.01	248	84.59
	"Madison County, NC"	"37115"	"2003"	"2003"	"Aug"	"8"	77.05	248	85.03
	"Madison County, NC"	"37115"	"2003"	"2003"	"Sep"	"9"	70.87	240	83.75
	"Madison County, NC"	"37115"	"2003"	"2003"	"Oct"	"10"	61.52	248	Missing
	"Madison County, NC"	"37115"	"2003"	"2003"	"Nov"	"11"	58.53	240	Missing
	"Madison County, NC"	"37115"	"2003"	"2003"	"Dec"	"12"	43.19	248	Missing
"Total"	"Madison County, NC"	"37115"	"2003"	"2003"			60.90	2920	84.70
	"Madison County, NC"	"37115"	"2004"	"2004"	"Jan"	"1"	40.90	248	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"Feb"	"2"	43.38	232	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"Mar"	"3"	54.13	248	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"Apr"	"4"	60.20	240	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"May"	"5"	71.46	248	83.50
	"Madison County, NC"	"37115"	"2004"	"2004"	"Jun"	"6"	73.99	240	84.59
	"Madison County, NC"	"37115"	"2004"	"2004"	"Jul"	"7"	76.52	248	84.27
	"Madison County, NC"	"37115"	"2004"	"2004"	"Aug"	"8"	75.06	248	83.81
	"Madison County, NC"	"37115"	"2004"	"2004"	"Sep"	"9"	71.48	240	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"Oct"	"10"	66.20	248	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"Nov"	"11"	55.77	240	Missing
	"Madison County, NC"	"37115"	"2004"	"2004"	"Dec"	"12"	44.56	248	Missing
"Total"	"Madison County, NC"	"37115"	"2004"	"2004"			61.19	2928	84.13
	"Madison County, NC"	"37115"	"2005"	"2005"	"Jan"	"1"	45.83	248	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"Feb"	"2"	46.66	224	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"Mar"	"3"	49.40	248	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"Apr"	"4"	59.93	240	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"May"	"5"	65.71	248	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"Jun"	"6"	74.02	240	84.79
	"Madison County, NC"	"37115"	"2005"	"2005"	"Jul"	"7"	78.42	248	86.55
	"Madison County, NC"	"37115"	"2005"	"2005"	"Aug"	"8"	78.10	248	85.57
	"Madison County, NC"	"37115"	"2005"	"2005"	"Sep"	"9"	74.74	240	83.29
	"Madison County, NC"	"37115"	"2005"	"2005"	"Oct"	"10"	64.08	248	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"Nov"	"11"	55.80	240	Missing
	"Madison County, NC"	"37115"	"2005"	"2005"	"Dec"	"12"	41.20	248	Missing
"Total"	"Madison County, NC"	"37115"	"2005"	"2005"			61.22	2920	85.66
	"Madison County, NC"	"37115"	"2006"	"2006"	"Jan"	"1"	49.83	248	Missing
	"Madison County, NC"	"37115"	"2006"	"2006"	"Feb"	"2"	42.09	224	Missing
	"Madison County, NC"	"37115"	"2006"	"2006"	"Mar"	"3"	52.31	248	Missing
	"Madison County, NC"	"37115"	"2006"	"2006"	"Apr"	"4"	64.98	240	Missing
	"Madison County, NC"	"37115"	"2006"	"2006"	"May"	"5"	67.61	248	83.54
	"Madison County, NC"	"37115"	"2006"	"2006"	"Jun"	"6"	74.23	240	84.54
	"Madison County, NC"	"37115"	"2006"	"2006"	"Jul"	"7"	79.16	248	85.34
	"Madison County, NC"	"37115"	"2006"	"2006"	"Aug"	"8"	79.85	248	86.02
	"Madison County, NC"	"37115"	"2006"	"2006"	"Sep"	"9"	69.73	240	83.25
	"Madison County, NC"	"37115"	"2006"	"2006"	"Oct"	"10"	59.96	248	Missing
	"Madison County, NC"	"37115"	"2006"	"2006"	"Nov"	"11"	54.52	240	Missing
	"Madison County, NC"	"37115"	"2006"	"2006"	"Dec"	"12"	50.83	248	Missing
"Total"	"Madison County, NC"	"37115"	"2006"	"2006"			62.22	2920	85.46
	"Madison County, NC"	"37115"	"2007"	"2007"	"Jan"	"1"	45.63	248	Missing
	"Madison County, NC"	"37115"	"2007"	"2007"	"Feb"	"2"	38.63	224	Missing
	"Madison County, NC"	"37115"	"2007"	"2007"	"Mar"	"3"	58.13	248	Missing
	"Madison County, NC"	"37115"	"2007"	"2007"	"Apr"	"4"	57.58	240	Missing
	"Madison County, NC"	"37115"	"2007"	"2007"	"May"	"5"	70.60	248	Missing
	"Madison County, NC"	"37115"	"2007"	"2007"	"Jun"	"6"	76.38	240	83.43
	"Madison County, NC"	"37115"	"2007"	"2007"	"Jul"	"7"	77.16	248	83.67
	"Madison County, NC"	"37115"	"2007"	"2007"	"Aug"	"8"	84.51	248	87.56
	"Madison County, NC"	"37115"	"2007"	"2007"	"Sep"	"9"	78.11	240	83.53
	"Madison County, NC"	"37115"	"2007"	"2007"	"Oct"	"10"	69.23	248	81.70
	"Madison County, NC"	"37115"	"2007"	"2007"	"Nov"	"11"	54.11	240	Missing
	"Madison County, NC"	"37115"	"2007"	"2007"	"Dec"	"12"	51.68	248	Missing
"Total"	"Madison County, NC"	"37115"	"2007"	"2007"			63.65	2920	85.41
	"Madison County, NC"	"37115"	"2008"	"2008"	"Jan"	"1"	40.77	248	Missing
	"Madison County, NC"	"37115"	"2008"	"2008"	"Feb"	"2"	48.78	232	Missing
	"Madison County, NC"	"37115"	"2008"	"2008"	"Mar"	"3"	53.41	248	Missing
	"Madison County, NC"	"37115"	"2008"	"2008"	"Apr"	"4"	61.68	240	Missing
	"Madison County, NC"	"37115"	"2008"	"2008"	"May"	"5"	68.04	248	83.10
	"Madison County, NC"	"37115"	"2008"	"2008"	"Jun"	"6"	77.84	240	85.39
	"Madison County, NC"	"37115"	"2008"	"2008"	"Jul"	"7"	79.47	248	84.74
	"Madison County, NC"	"37115"	"2008"	"2008"	"Aug"	"8"	79.91	248	84.51
	"Madison County, NC"	"37115"	"2008"	"2008"	"Sep"	"9"	75.66	240	83.43
	"Madison County, NC"	"37115"	"2008"	"2008"	"Oct"	"10"	62.98	248	Missing
	"Madison County, NC"	"37115"	"2008"	"2008"	"Nov"	"11"	50.50	240	Missing
	"Madison County, NC"	"37115"	"2008"	"2008"	"Dec"	"12"	48.69	248	Missing
"Total"	"Madison County, NC"	"37115"	"2008"	"2008"			62.34	2928	84.56
	"Madison County, NC"	"37115"	"2009"	"2009"	"Jan"	"1"	42.26	248	Missing
	"Madison County, NC"	"37115"	"2009"	"2009"	"Feb"	"2"	45.90	224	Missing
	"Madison County, NC"	"37115"	"2009"	"2009"	"Mar"	"3"	53.92	248	Missing
	"Madison County, NC"	"37115"	"2009"	"2009"	"Apr"	"4"	61.21	240	Missing
	"Madison County, NC"	"37115"	"2009"	"2009"	"May"	"5"	68.28	248	Missing
	"Madison County, NC"	"37115"	"2009"	"2009"	"Jun"	"6"	77.26	240	85.28
	"Madison County, NC"	"37115"	"2009"	"2009"	"Jul"	"7"	76.76	248	83.92
	"Madison County, NC"	"37115"	"2009"	"2009"	"Aug"	"8"	80.52	248	84.08
	"Madison County, NC"	"37115"	"2009"	"2009"	"Sep"	"9"	75.57	240	81.97
	"Madison County, NC"	"37115"	"2009"	"2009"	"Oct"	"10"	63.82	248	82.30
	"Madison County, NC"	"37115"	"2009"	"2009"	"Nov"	"11"	56.15	240	Missing
	"Madison County, NC"	"37115"	"2009"	"2009"	"Dec"	"12"	42.22	248	Missing
"Total"	"Madison County, NC"	"37115"	"2009"	"2009"			62.06	2920	83.98
	"Madison County, NC"	"37115"	"2010"	"2010"	"Jan"	"1"	36.82	248	Missing
	"Madison County, NC"	"37115"	"2010"	"2010"	"Feb"	"2"	36.57	224	Missing
	"Madison County, NC"	"37115"	"2010"	"2010"	"Mar"	"3"	50.19	248	Missing
	"Madison County, NC"	"37115"	"2010"	"2010"	"Apr"	"4"	63.92	240	Missing
	"Madison County, NC"	"37115"	"2010"	"2010"	"May"	"5"	72.02	248	83.80
	"Madison County, NC"	"37115"	"2010"	"2010"	"Jun"	"6"	79.17	240	86.20
	"Madison County, NC"	"37115"	"2010"	"2010"	"Jul"	"7"	81.14	248	87.40
	"Madison County, NC"	"37115"	"2010"	"2010"	"Aug"	"8"	81.59	248	87.06
	"Madison County, NC"	"37115"	"2010"	"2010"	"Sep"	"9"	75.50	240	82.97
	"Madison County, NC"	"37115"	"2010"	"2010"	"Oct"	"10"	64.64	248	Missing
	"Madison County, NC"	"37115"	"2010"	"2010"	"Nov"	"11"	54.90	240	Missing
	"Madison County, NC"	"37115"	"2010"	"2010"	"Dec"	"12"	34.52	248	Missing
"Total"	"Madison County, NC"	"37115"	"2010"	"2010"			61.03	2920	86.47
	"Madison County, NC"	"37115"	"2011"	"2011"	"Jan"	"1"	38.22	248	Missing
	"Madison County, NC"	"37115"	"2011"	"2011"	"Feb"	"2"	49.01	224	Missing
	"Madison County, NC"	"37115"	"2011"	"2011"	"Mar"	"3"	55.28	248	Missing
	"Madison County, NC"	"37115"	"2011"	"2011"	"Apr"	"4"	65.91	240	Missing
	"Madison County, NC"	"37115"	"2011"	"2011"	"May"	"5"	70.34	248	84.88
	"Madison County, NC"	"37115"	"2011"	"2011"	"Jun"	"6"	78.53	240	85.21
	"Madison County, NC"	"37115"	"2011"	"2011"	"Jul"	"7"	81.33	248	87.84
	"Madison County, NC"	"37115"	"2011"	"2011"	"Aug"	"8"	81.18	248	86.13
	"Madison County, NC"	"37115"	"2011"	"2011"	"Sep"	"9"	73.21	240	86.42
	"Madison County, NC"	"37115"	"2011"	"2011"	"Oct"	"10"	61.04	248	Missing
	"Madison County, NC"	"37115"	"2011"	"2011"	"Nov"	"11"	56.57	240	Missing
	"Madison County, NC"	"37115"	"2011"	"2011"	"Dec"	"12"	50.25	248	Missing
"Total"	"Madison County, NC"	"37115"	"2011"	"2011"			63.47	2920	86.54
"Total"	"Madison County, NC"	"37115"					61.22	96424	85.39
	"Martin County, NC"	"37117"	"1979"	"1979"	"Jan"	"1"	49.07	217	Missing
	"Martin County, NC"	"37117"	"1979"	"1979"	"Feb"	"2"	44.31	196	Missing
	"Martin County, NC"	"37117"	"1979"	"1979"	"Mar"	"3"	61.55	217	Missing
	"Martin County, NC"	"37117"	"1979"	"1979"	"Apr"	"4"	69.16	210	Missing
	"Martin County, NC"	"37117"	"1979"	"1979"	"May"	"5"	75.40	217	85.41
	"Martin County, NC"	"37117"	"1979"	"1979"	"Jun"	"6"	79.88	210	88.06
	"Martin County, NC"	"37117"	"1979"	"1979"	"Jul"	"7"	84.37	217	92.53
	"Martin County, NC"	"37117"	"1979"	"1979"	"Aug"	"8"	85.69	217	96.25
	"Martin County, NC"	"37117"	"1979"	"1979"	"Sep"	"9"	79.53	210	88.93
	"Martin County, NC"	"37117"	"1979"	"1979"	"Oct"	"10"	69.81	217	84.03
	"Martin County, NC"	"37117"	"1979"	"1979"	"Nov"	"11"	64.68	210	Missing
	"Martin County, NC"	"37117"	"1979"	"1979"	"Dec"	"12"	54.42	217	Missing
"Total"	"Martin County, NC"	"37117"	"1979"	"1979"			68.29	2555	91.29
	"Martin County, NC"	"37117"	"1980"	"1980"	"Jan"	"1"	49.93	217	Missing
	"Martin County, NC"	"37117"	"1980"	"1980"	"Feb"	"2"	44.68	203	Missing
	"Martin County, NC"	"37117"	"1980"	"1980"	"Mar"	"3"	54.80	217	Missing
	"Martin County, NC"	"37117"	"1980"	"1980"	"Apr"	"4"	70.21	210	83.33
	"Martin County, NC"	"37117"	"1980"	"1980"	"May"	"5"	77.87	217	86.06
	"Martin County, NC"	"37117"	"1980"	"1980"	"Jun"	"6"	82.45	210	91.36
	"Martin County, NC"	"37117"	"1980"	"1980"	"Jul"	"7"	88.74	217	95.70
	"Martin County, NC"	"37117"	"1980"	"1980"	"Aug"	"8"	89.98	217	96.59
	"Martin County, NC"	"37117"	"1980"	"1980"	"Sep"	"9"	84.88	210	91.06
	"Martin County, NC"	"37117"	"1980"	"1980"	"Oct"	"10"	69.33	217	82.72
	"Martin County, NC"	"37117"	"1980"	"1980"	"Nov"	"11"	59.12	210	Missing
	"Martin County, NC"	"37117"	"1980"	"1980"	"Dec"	"12"	51.67	217	Missing
"Total"	"Martin County, NC"	"37117"	"1980"	"1980"			68.71	2562	92.33
	"Martin County, NC"	"37117"	"1981"	"1981"	"Jan"	"1"	43.69	217	Missing
	"Martin County, NC"	"37117"	"1981"	"1981"	"Feb"	"2"	54.86	196	Missing
	"Martin County, NC"	"37117"	"1981"	"1981"	"Mar"	"3"	56.18	217	Missing
	"Martin County, NC"	"37117"	"1981"	"1981"	"Apr"	"4"	73.65	210	83.85
	"Martin County, NC"	"37117"	"1981"	"1981"	"May"	"5"	75.25	217	85.69
	"Martin County, NC"	"37117"	"1981"	"1981"	"Jun"	"6"	88.06	210	94.39
	"Martin County, NC"	"37117"	"1981"	"1981"	"Jul"	"7"	89.03	217	95.75
	"Martin County, NC"	"37117"	"1981"	"1981"	"Aug"	"8"	84.44	217	91.78
	"Martin County, NC"	"37117"	"1981"	"1981"	"Sep"	"9"	80.05	210	86.13
	"Martin County, NC"	"37117"	"1981"	"1981"	"Oct"	"10"	72.14	217	86.00
	"Martin County, NC"	"37117"	"1981"	"1981"	"Nov"	"11"	60.85	210	Missing
	"Martin County, NC"	"37117"	"1981"	"1981"	"Dec"	"12"	48.85	217	Missing
"Total"	"Martin County, NC"	"37117"	"1981"	"1981"			68.96	2555	91.40
	"Martin County, NC"	"37117"	"1982"	"1982"	"Jan"	"1"	45.65	217	Missing
	"Martin County, NC"	"37117"	"1982"	"1982"	"Feb"	"2"	54.97	196	Missing
	"Martin County, NC"	"37117"	"1982"	"1982"	"Mar"	"3"	61.55	217	Missing
	"Martin County, NC"	"37117"	"1982"	"1982"	"Apr"	"4"	65.93	210	Missing
	"Martin County, NC"	"37117"	"1982"	"1982"	"May"	"5"	79.66	217	86.92
	"Martin County, NC"	"37117"	"1982"	"1982"	"Jun"	"6"	81.23	210	87.63
	"Martin County, NC"	"37117"	"1982"	"1982"	"Jul"	"7"	85.40	217	92.84
	"Martin County, NC"	"37117"	"1982"	"1982"	"Aug"	"8"	84.16	217	90.50
	"Martin County, NC"	"37117"	"1982"	"1982"	"Sep"	"9"	80.13	210	86.50
	"Martin County, NC"	"37117"	"1982"	"1982"	"Oct"	"10"	70.25	217	83.91
	"Martin County, NC"	"37117"	"1982"	"1982"	"Nov"	"11"	64.64	210	Missing
	"Martin County, NC"	"37117"	"1982"	"1982"	"Dec"	"12"	59.44	217	Missing
"Total"	"Martin County, NC"	"37117"	"1982"	"1982"			69.50	2555	89.25
	"Martin County, NC"	"37117"	"1983"	"1983"	"Jan"	"1"	48.85	217	Missing
	"Martin County, NC"	"37117"	"1983"	"1983"	"Feb"	"2"	51.45	196	Missing
	"Martin County, NC"	"37117"	"1983"	"1983"	"Mar"	"3"	60.69	217	Missing
	"Martin County, NC"	"37117"	"1983"	"1983"	"Apr"	"4"	65.51	210	Missing
	"Martin County, NC"	"37117"	"1983"	"1983"	"May"	"5"	75.35	217	85.57
	"Martin County, NC"	"37117"	"1983"	"1983"	"Jun"	"6"	81.79	210	88.05
	"Martin County, NC"	"37117"	"1983"	"1983"	"Jul"	"7"	88.13	217	95.34
	"Martin County, NC"	"37117"	"1983"	"1983"	"Aug"	"8"	88.70	217	95.87
	"Martin County, NC"	"37117"	"1983"	"1983"	"Sep"	"9"	81.91	210	93.21
	"Martin County, NC"	"37117"	"1983"	"1983"	"Oct"	"10"	73.06	217	84.96
	"Martin County, NC"	"37117"	"1983"	"1983"	"Nov"	"11"	62.86	210	Missing
	"Martin County, NC"	"37117"	"1983"	"1983"	"Dec"	"12"	51.53	217	Missing
"Total"	"Martin County, NC"	"37117"	"1983"	"1983"			69.25	2555	92.75
	"Martin County, NC"	"37117"	"1984"	"1984"	"Jan"	"1"	47.22	217	Missing
	"Martin County, NC"	"37117"	"1984"	"1984"	"Feb"	"2"	56.43	203	Missing
	"Martin County, NC"	"37117"	"1984"	"1984"	"Mar"	"3"	56.84	217	Missing
	"Martin County, NC"	"37117"	"1984"	"1984"	"Apr"	"4"	65.36	210	83.18
	"Martin County, NC"	"37117"	"1984"	"1984"	"May"	"5"	75.56	217	87.08
	"Martin County, NC"	"37117"	"1984"	"1984"	"Jun"	"6"	84.94	210	90.67
	"Martin County, NC"	"37117"	"1984"	"1984"	"Jul"	"7"	83.93	217	91.61
	"Martin County, NC"	"37117"	"1984"	"1984"	"Aug"	"8"	85.20	217	92.55
	"Martin County, NC"	"37117"	"1984"	"1984"	"Sep"	"9"	77.34	210	88.27
	"Martin County, NC"	"37117"	"1984"	"1984"	"Oct"	"10"	76.24	217	85.05
	"Martin County, NC"	"37117"	"1984"	"1984"	"Nov"	"11"	59.85	210	Missing
	"Martin County, NC"	"37117"	"1984"	"1984"	"Dec"	"12"	61.45	217	Missing
"Total"	"Martin County, NC"	"37117"	"1984"	"1984"			69.24	2562	90.23
	"Martin County, NC"	"37117"	"1985"	"1985"	"Jan"	"1"	42.84	217	Missing
	"Martin County, NC"	"37117"	"1985"	"1985"	"Feb"	"2"	51.38	196	Missing
	"Martin County, NC"	"37117"	"1985"	"1985"	"Mar"	"3"	63.50	217	86.21
	"Martin County, NC"	"37117"	"1985"	"1985"	"Apr"	"4"	73.23	210	83.91
