"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Heat Index (F)
	"Cleveland County, NC"	"37045"	"2001"	"2001"	88.74
	"Cleveland County, NC"	"37045"	"2002"	"2002"	90.76
	"Cleveland County, NC"	"37045"	"2003"	"2003"	89.55
	"Cleveland County, NC"	"37045"	"2004"	"2004"	88.26
	"Cleveland County, NC"	"37045"	"2005"	"2005"	91.37
	"Cleveland County, NC"	"37045"	"2006"	"2006"	90.43
	"Cleveland County, NC"	"37045"	"2007"	"2007"	90.54
	"Cleveland County, NC"	"37045"	"2008"	"2008"	90.87
	"Cleveland County, NC"	"37045"	"2009"	"2009"	89.95
	"Cleveland County, NC"	"37045"	"2010"	"2010"	93.51
	"Cleveland County, NC"	"37045"	"2011"	"2011"	92.63
"Total"	"Cleveland County, NC"	"37045"			90.21
	"Columbus County, NC"	"37047"	"1979"	"1979"	91.77
	"Columbus County, NC"	"37047"	"1980"	"1980"	93.14
	"Columbus County, NC"	"37047"	"1981"	"1981"	92.37
	"Columbus County, NC"	"37047"	"1982"	"1982"	89.87
	"Columbus County, NC"	"37047"	"1983"	"1983"	93.47
	"Columbus County, NC"	"37047"	"1984"	"1984"	90.42
	"Columbus County, NC"	"37047"	"1985"	"1985"	90.04
	"Columbus County, NC"	"37047"	"1986"	"1986"	93.05
	"Columbus County, NC"	"37047"	"1987"	"1987"	92.82
	"Columbus County, NC"	"37047"	"1988"	"1988"	92.31
	"Columbus County, NC"	"37047"	"1989"	"1989"	91.59
	"Columbus County, NC"	"37047"	"1990"	"1990"	91.91
	"Columbus County, NC"	"37047"	"1991"	"1991"	92.31
	"Columbus County, NC"	"37047"	"1992"	"1992"	91.32
	"Columbus County, NC"	"37047"	"1993"	"1993"	93.64
	"Columbus County, NC"	"37047"	"1994"	"1994"	90.62
	"Columbus County, NC"	"37047"	"1995"	"1995"	91.70
	"Columbus County, NC"	"37047"	"1996"	"1996"	91.69
	"Columbus County, NC"	"37047"	"1997"	"1997"	91.40
	"Columbus County, NC"	"37047"	"1998"	"1998"	95.10
	"Columbus County, NC"	"37047"	"1999"	"1999"	92.76
	"Columbus County, NC"	"37047"	"2000"	"2000"	91.98
	"Columbus County, NC"	"37047"	"2001"	"2001"	89.64
	"Columbus County, NC"	"37047"	"2002"	"2002"	92.40
	"Columbus County, NC"	"37047"	"2003"	"2003"	92.35
	"Columbus County, NC"	"37047"	"2004"	"2004"	90.92
	"Columbus County, NC"	"37047"	"2005"	"2005"	93.92
	"Columbus County, NC"	"37047"	"2006"	"2006"	92.70
	"Columbus County, NC"	"37047"	"2007"	"2007"	92.88
	"Columbus County, NC"	"37047"	"2008"	"2008"	93.14
	"Columbus County, NC"	"37047"	"2009"	"2009"	93.50
	"Columbus County, NC"	"37047"	"2010"	"2010"	95.89
	"Columbus County, NC"	"37047"	"2011"	"2011"	95.14
"Total"	"Columbus County, NC"	"37047"			92.39
	"Craven County, NC"	"37049"	"1979"	"1979"	91.06
	"Craven County, NC"	"37049"	"1980"	"1980"	92.38
	"Craven County, NC"	"37049"	"1981"	"1981"	91.88
	"Craven County, NC"	"37049"	"1982"	"1982"	89.10
	"Craven County, NC"	"37049"	"1983"	"1983"	92.57
	"Craven County, NC"	"37049"	"1984"	"1984"	90.02
	"Craven County, NC"	"37049"	"1985"	"1985"	89.51
	"Craven County, NC"	"37049"	"1986"	"1986"	92.33
	"Craven County, NC"	"37049"	"1987"	"1987"	92.67
	"Craven County, NC"	"37049"	"1988"	"1988"	91.99
	"Craven County, NC"	"37049"	"1989"	"1989"	91.13
	"Craven County, NC"	"37049"	"1990"	"1990"	90.88
	"Craven County, NC"	"37049"	"1991"	"1991"	92.23
	"Craven County, NC"	"37049"	"1992"	"1992"	90.98
	"Craven County, NC"	"37049"	"1993"	"1993"	92.81
	"Craven County, NC"	"37049"	"1994"	"1994"	90.41
	"Craven County, NC"	"37049"	"1995"	"1995"	91.16
	"Craven County, NC"	"37049"	"1996"	"1996"	90.51
	"Craven County, NC"	"37049"	"1997"	"1997"	90.48
	"Craven County, NC"	"37049"	"1998"	"1998"	93.38
	"Craven County, NC"	"37049"	"1999"	"1999"	92.81
	"Craven County, NC"	"37049"	"2000"	"2000"	90.83
	"Craven County, NC"	"37049"	"2001"	"2001"	88.81
	"Craven County, NC"	"37049"	"2002"	"2002"	91.70
	"Craven County, NC"	"37049"	"2003"	"2003"	92.13
	"Craven County, NC"	"37049"	"2004"	"2004"	89.98
	"Craven County, NC"	"37049"	"2005"	"2005"	93.45
	"Craven County, NC"	"37049"	"2006"	"2006"	91.94
	"Craven County, NC"	"37049"	"2007"	"2007"	91.98
	"Craven County, NC"	"37049"	"2008"	"2008"	92.58
	"Craven County, NC"	"37049"	"2009"	"2009"	91.98
	"Craven County, NC"	"37049"	"2010"	"2010"	95.20
	"Craven County, NC"	"37049"	"2011"	"2011"	94.48
"Total"	"Craven County, NC"	"37049"			91.71
	"Cumberland County, NC"	"37051"	"1979"	"1979"	91.28
	"Cumberland County, NC"	"37051"	"1980"	"1980"	92.98
	"Cumberland County, NC"	"37051"	"1981"	"1981"	92.17
	"Cumberland County, NC"	"37051"	"1982"	"1982"	89.55
	"Cumberland County, NC"	"37051"	"1983"	"1983"	93.22
	"Cumberland County, NC"	"37051"	"1984"	"1984"	90.33
	"Cumberland County, NC"	"37051"	"1985"	"1985"	89.70
	"Cumberland County, NC"	"37051"	"1986"	"1986"	92.75
	"Cumberland County, NC"	"37051"	"1987"	"1987"	92.46
	"Cumberland County, NC"	"37051"	"1988"	"1988"	92.74
	"Cumberland County, NC"	"37051"	"1989"	"1989"	91.23
	"Cumberland County, NC"	"37051"	"1990"	"1990"	91.26
	"Cumberland County, NC"	"37051"	"1991"	"1991"	92.55
	"Cumberland County, NC"	"37051"	"1992"	"1992"	90.74
	"Cumberland County, NC"	"37051"	"1993"	"1993"	93.14
	"Cumberland County, NC"	"37051"	"1994"	"1994"	90.75
	"Cumberland County, NC"	"37051"	"1995"	"1995"	91.89
	"Cumberland County, NC"	"37051"	"1996"	"1996"	91.24
	"Cumberland County, NC"	"37051"	"1997"	"1997"	90.92
	"Cumberland County, NC"	"37051"	"1998"	"1998"	93.92
	"Cumberland County, NC"	"37051"	"1999"	"1999"	92.99
	"Cumberland County, NC"	"37051"	"2000"	"2000"	91.63
	"Cumberland County, NC"	"37051"	"2001"	"2001"	89.35
	"Cumberland County, NC"	"37051"	"2002"	"2002"	92.37
	"Cumberland County, NC"	"37051"	"2003"	"2003"	92.49
	"Cumberland County, NC"	"37051"	"2004"	"2004"	89.87
	"Cumberland County, NC"	"37051"	"2005"	"2005"	93.69
	"Cumberland County, NC"	"37051"	"2006"	"2006"	91.91
	"Cumberland County, NC"	"37051"	"2007"	"2007"	92.51
	"Cumberland County, NC"	"37051"	"2008"	"2008"	92.53
	"Cumberland County, NC"	"37051"	"2009"	"2009"	92.67
	"Cumberland County, NC"	"37051"	"2010"	"2010"	95.52
	"Cumberland County, NC"	"37051"	"2011"	"2011"	94.89
"Total"	"Cumberland County, NC"	"37051"			92.08
	"Currituck County, NC"	"37053"	"1979"	"1979"	88.59
	"Currituck County, NC"	"37053"	"1980"	"1980"	89.51
	"Currituck County, NC"	"37053"	"1981"	"1981"	89.15
	"Currituck County, NC"	"37053"	"1982"	"1982"	88.35
	"Currituck County, NC"	"37053"	"1983"	"1983"	90.77
	"Currituck County, NC"	"37053"	"1984"	"1984"	88.04
	"Currituck County, NC"	"37053"	"1985"	"1985"	88.04
	"Currituck County, NC"	"37053"	"1986"	"1986"	90.39
	"Currituck County, NC"	"37053"	"1987"	"1987"	90.08
	"Currituck County, NC"	"37053"	"1988"	"1988"	88.86
	"Currituck County, NC"	"37053"	"1989"	"1989"	89.20
	"Currituck County, NC"	"37053"	"1990"	"1990"	88.13
	"Currituck County, NC"	"37053"	"1991"	"1991"	89.27
	"Currituck County, NC"	"37053"	"1992"	"1992"	89.28
	"Currituck County, NC"	"37053"	"1993"	"1993"	90.22
	"Currituck County, NC"	"37053"	"1994"	"1994"	88.21
	"Currituck County, NC"	"37053"	"1995"	"1995"	90.72
	"Currituck County, NC"	"37053"	"1996"	"1996"	88.07
	"Currituck County, NC"	"37053"	"1997"	"1997"	88.37
	"Currituck County, NC"	"37053"	"1998"	"1998"	88.65
	"Currituck County, NC"	"37053"	"1999"	"1999"	91.67
	"Currituck County, NC"	"37053"	"2000"	"2000"	88.03
	"Currituck County, NC"	"37053"	"2001"	"2001"	87.71
	"Currituck County, NC"	"37053"	"2002"	"2002"	88.94
	"Currituck County, NC"	"37053"	"2003"	"2003"	89.27
	"Currituck County, NC"	"37053"	"2004"	"2004"	87.69
	"Currituck County, NC"	"37053"	"2005"	"2005"	91.11
	"Currituck County, NC"	"37053"	"2006"	"2006"	90.63
	"Currituck County, NC"	"37053"	"2007"	"2007"	89.80
	"Currituck County, NC"	"37053"	"2008"	"2008"	88.56
	"Currituck County, NC"	"37053"	"2009"	"2009"	88.84
	"Currituck County, NC"	"37053"	"2010"	"2010"	91.46
	"Currituck County, NC"	"37053"	"2011"	"2011"	90.97
"Total"	"Currituck County, NC"	"37053"			89.44
	"Dare County, NC"	"37055"	"1979"	"1979"	87.67
	"Dare County, NC"	"37055"	"1980"	"1980"	89.18
	"Dare County, NC"	"37055"	"1981"	"1981"	89.03
	"Dare County, NC"	"37055"	"1982"	"1982"	88.39
	"Dare County, NC"	"37055"	"1983"	"1983"	90.62
	"Dare County, NC"	"37055"	"1984"	"1984"	87.98
	"Dare County, NC"	"37055"	"1985"	"1985"	88.01
	"Dare County, NC"	"37055"	"1986"	"1986"	90.04
	"Dare County, NC"	"37055"	"1987"	"1987"	89.52
	"Dare County, NC"	"37055"	"1988"	"1988"	88.91
	"Dare County, NC"	"37055"	"1989"	"1989"	88.35
	"Dare County, NC"	"37055"	"1990"	"1990"	87.95
	"Dare County, NC"	"37055"	"1991"	"1991"	89.08
	"Dare County, NC"	"37055"	"1992"	"1992"	88.65
	"Dare County, NC"	"37055"	"1993"	"1993"	89.70
	"Dare County, NC"	"37055"	"1994"	"1994"	88.01
	"Dare County, NC"	"37055"	"1995"	"1995"	90.15
	"Dare County, NC"	"37055"	"1996"	"1996"	86.69
	"Dare County, NC"	"37055"	"1997"	"1997"	88.48
	"Dare County, NC"	"37055"	"1998"	"1998"	88.64
	"Dare County, NC"	"37055"	"1999"	"1999"	91.39
	"Dare County, NC"	"37055"	"2000"	"2000"	87.47
	"Dare County, NC"	"37055"	"2001"	"2001"	87.70
	"Dare County, NC"	"37055"	"2002"	"2002"	89.06
	"Dare County, NC"	"37055"	"2003"	"2003"	87.92
	"Dare County, NC"	"37055"	"2004"	"2004"	87.68
	"Dare County, NC"	"37055"	"2005"	"2005"	90.83
	"Dare County, NC"	"37055"	"2006"	"2006"	90.08
	"Dare County, NC"	"37055"	"2007"	"2007"	89.82
	"Dare County, NC"	"37055"	"2008"	"2008"	88.12
	"Dare County, NC"	"37055"	"2009"	"2009"	89.10
	"Dare County, NC"	"37055"	"2010"	"2010"	91.06
	"Dare County, NC"	"37055"	"2011"	"2011"	90.38
"Total"	"Dare County, NC"	"37055"			89.12
	"Davidson County, NC"	"37057"	"1979"	"1979"	88.50
	"Davidson County, NC"	"37057"	"1980"	"1980"	91.50
	"Davidson County, NC"	"37057"	"1981"	"1981"	89.81
	"Davidson County, NC"	"37057"	"1982"	"1982"	87.50
	"Davidson County, NC"	"37057"	"1983"	"1983"	91.50
	"Davidson County, NC"	"37057"	"1984"	"1984"	88.22
	"Davidson County, NC"	"37057"	"1985"	"1985"	87.97
	"Davidson County, NC"	"37057"	"1986"	"1986"	91.19
	"Davidson County, NC"	"37057"	"1987"	"1987"	90.02
	"Davidson County, NC"	"37057"	"1988"	"1988"	90.83
	"Davidson County, NC"	"37057"	"1989"	"1989"	89.10
	"Davidson County, NC"	"37057"	"1990"	"1990"	89.31
	"Davidson County, NC"	"37057"	"1991"	"1991"	90.44
	"Davidson County, NC"	"37057"	"1992"	"1992"	88.65
	"Davidson County, NC"	"37057"	"1993"	"1993"	91.01
	"Davidson County, NC"	"37057"	"1994"	"1994"	88.73
	"Davidson County, NC"	"37057"	"1995"	"1995"	90.11
	"Davidson County, NC"	"37057"	"1996"	"1996"	88.83
	"Davidson County, NC"	"37057"	"1997"	"1997"	89.42
	"Davidson County, NC"	"37057"	"1998"	"1998"	90.97
	"Davidson County, NC"	"37057"	"1999"	"1999"	91.09
	"Davidson County, NC"	"37057"	"2000"	"2000"	89.55
	"Davidson County, NC"	"37057"	"2001"	"2001"	87.94
	"Davidson County, NC"	"37057"	"2002"	"2002"	90.85
	"Davidson County, NC"	"37057"	"2003"	"2003"	89.93
	"Davidson County, NC"	"37057"	"2004"	"2004"	88.07
	"Davidson County, NC"	"37057"	"2005"	"2005"	91.09
	"Davidson County, NC"	"37057"	"2006"	"2006"	89.84
	"Davidson County, NC"	"37057"	"2007"	"2007"	90.35
	"Davidson County, NC"	"37057"	"2008"	"2008"	91.04
	"Davidson County, NC"	"37057"	"2009"	"2009"	89.05
	"Davidson County, NC"	"37057"	"2010"	"2010"	93.13
	"Davidson County, NC"	"37057"	"2011"	"2011"	92.61
"Total"	"Davidson County, NC"	"37057"			90.01
	"Davie County, NC"	"37059"	"1979"	"1979"	88.95
	"Davie County, NC"	"37059"	"1980"	"1980"	91.74
	"Davie County, NC"	"37059"	"1981"	"1981"	89.77
	"Davie County, NC"	"37059"	"1982"	"1982"	87.56
	"Davie County, NC"	"37059"	"1983"	"1983"	91.37
	"Davie County, NC"	"37059"	"1984"	"1984"	88.37
	"Davie County, NC"	"37059"	"1985"	"1985"	88.02
	"Davie County, NC"	"37059"	"1986"	"1986"	91.15
	"Davie County, NC"	"37059"	"1987"	"1987"	90.09
	"Davie County, NC"	"37059"	"1988"	"1988"	90.79
	"Davie County, NC"	"37059"	"1989"	"1989"	89.12
	"Davie County, NC"	"37059"	"1990"	"1990"	89.33
	"Davie County, NC"	"37059"	"1991"	"1991"	90.53
	"Davie County, NC"	"37059"	"1992"	"1992"	88.52
	"Davie County, NC"	"37059"	"1993"	"1993"	91.22
	"Davie County, NC"	"37059"	"1994"	"1994"	88.61
	"Davie County, NC"	"37059"	"1995"	"1995"	90.34
	"Davie County, NC"	"37059"	"1996"	"1996"	88.77
	"Davie County, NC"	"37059"	"1997"	"1997"	89.46
	"Davie County, NC"	"37059"	"1998"	"1998"	91.04
	"Davie County, NC"	"37059"	"1999"	"1999"	91.12
	"Davie County, NC"	"37059"	"2000"	"2000"	89.59
	"Davie County, NC"	"37059"	"2001"	"2001"	87.86
	"Davie County, NC"	"37059"	"2002"	"2002"	90.78
	"Davie County, NC"	"37059"	"2003"	"2003"	89.91
	"Davie County, NC"	"37059"	"2004"	"2004"	88.02
	"Davie County, NC"	"37059"	"2005"	"2005"	91.19
	"Davie County, NC"	"37059"	"2006"	"2006"	89.97
	"Davie County, NC"	"37059"	"2007"	"2007"	90.44
	"Davie County, NC"	"37059"	"2008"	"2008"	90.63
	"Davie County, NC"	"37059"	"2009"	"2009"	88.95
	"Davie County, NC"	"37059"	"2010"	"2010"	93.20
	"Davie County, NC"	"37059"	"2011"	"2011"	92.48
"Total"	"Davie County, NC"	"37059"			90.03
	"Duplin County, NC"	"37061"	"1979"	"1979"	91.24
	"Duplin County, NC"	"37061"	"1980"	"1980"	92.71
	"Duplin County, NC"	"37061"	"1981"	"1981"	92.10
	"Duplin County, NC"	"37061"	"1982"	"1982"	89.34
	"Duplin County, NC"	"37061"	"1983"	"1983"	93.07
	"Duplin County, NC"	"37061"	"1984"	"1984"	90.06
	"Duplin County, NC"	"37061"	"1985"	"1985"	89.54
	"Duplin County, NC"	"37061"	"1986"	"1986"	92.31
	"Duplin County, NC"	"37061"	"1987"	"1987"	92.75
	"Duplin County, NC"	"37061"	"1988"	"1988"	92.26
	"Duplin County, NC"	"37061"	"1989"	"1989"	91.12
	"Duplin County, NC"	"37061"	"1990"	"1990"	90.99
	"Duplin County, NC"	"37061"	"1991"	"1991"	92.06
	"Duplin County, NC"	"37061"	"1992"	"1992"	90.85
	"Duplin County, NC"	"37061"	"1993"	"1993"	93.19
	"Duplin County, NC"	"37061"	"1994"	"1994"	90.44
	"Duplin County, NC"	"37061"	"1995"	"1995"	91.21
	"Duplin County, NC"	"37061"	"1996"	"1996"	91.07
	"Duplin County, NC"	"37061"	"1997"	"1997"	90.82
	"Duplin County, NC"	"37061"	"1998"	"1998"	93.95
	"Duplin County, NC"	"37061"	"1999"	"1999"	92.56
	"Duplin County, NC"	"37061"	"2000"	"2000"	91.19
	"Duplin County, NC"	"37061"	"2001"	"2001"	89.20
	"Duplin County, NC"	"37061"	"2002"	"2002"	91.90
	"Duplin County, NC"	"37061"	"2003"	"2003"	92.29
	"Duplin County, NC"	"37061"	"2004"	"2004"	90.08
	"Duplin County, NC"	"37061"	"2005"	"2005"	93.42
	"Duplin County, NC"	"37061"	"2006"	"2006"	92.19
	"Duplin County, NC"	"37061"	"2007"	"2007"	92.38
	"Duplin County, NC"	"37061"	"2008"	"2008"	92.78
	"Duplin County, NC"	"37061"	"2009"	"2009"	92.53
	"Duplin County, NC"	"37061"	"2010"	"2010"	95.51
	"Duplin County, NC"	"37061"	"2011"	"2011"	94.52
"Total"	"Duplin County, NC"	"37061"			91.89
	"Durham County, NC"	"37063"	"1979"	"1979"	89.95
	"Durham County, NC"	"37063"	"1980"	"1980"	91.86
	"Durham County, NC"	"37063"	"1981"	"1981"	90.73
	"Durham County, NC"	"37063"	"1982"	"1982"	88.46
	"Durham County, NC"	"37063"	"1983"	"1983"	91.83
	"Durham County, NC"	"37063"	"1984"	"1984"	89.45
	"Durham County, NC"	"37063"	"1985"	"1985"	88.63
	"Durham County, NC"	"37063"	"1986"	"1986"	91.84
	"Durham County, NC"	"37063"	"1987"	"1987"	91.47
	"Durham County, NC"	"37063"	"1988"	"1988"	91.78
	"Durham County, NC"	"37063"	"1989"	"1989"	90.14
	"Durham County, NC"	"37063"	"1990"	"1990"	89.98
	"Durham County, NC"	"37063"	"1991"	"1991"	91.57
	"Durham County, NC"	"37063"	"1992"	"1992"	89.70
	"Durham County, NC"	"37063"	"1993"	"1993"	92.02
	"Durham County, NC"	"37063"	"1994"	"1994"	90.01
	"Durham County, NC"	"37063"	"1995"	"1995"	91.19
	"Durham County, NC"	"37063"	"1996"	"1996"	89.75
	"Durham County, NC"	"37063"	"1997"	"1997"	90.50
	"Durham County, NC"	"37063"	"1998"	"1998"	91.93
	"Durham County, NC"	"37063"	"1999"	"1999"	92.75
	"Durham County, NC"	"37063"	"2000"	"2000"	90.18
	"Durham County, NC"	"37063"	"2001"	"2001"	88.38
	"Durham County, NC"	"37063"	"2002"	"2002"	91.59
	"Durham County, NC"	"37063"	"2003"	"2003"	91.39
	"Durham County, NC"	"37063"	"2004"	"2004"	88.72
	"Durham County, NC"	"37063"	"2005"	"2005"	92.32
	"Durham County, NC"	"37063"	"2006"	"2006"	91.15
	"Durham County, NC"	"37063"	"2007"	"2007"	91.31
	"Durham County, NC"	"37063"	"2008"	"2008"	91.29
	"Durham County, NC"	"37063"	"2009"	"2009"	89.87
	"Durham County, NC"	"37063"	"2010"	"2010"	93.88
	"Durham County, NC"	"37063"	"2011"	"2011"	93.62
"Total"	"Durham County, NC"	"37063"			90.94
	"Edgecombe County, NC"	"37065"	"1979"	"1979"	91.21
	"Edgecombe County, NC"	"37065"	"1980"	"1980"	92.53
	"Edgecombe County, NC"	"37065"	"1981"	"1981"	91.29
	"Edgecombe County, NC"	"37065"	"1982"	"1982"	89.16
	"Edgecombe County, NC"	"37065"	"1983"	"1983"	92.93
	"Edgecombe County, NC"	"37065"	"1984"	"1984"	90.38
	"Edgecombe County, NC"	"37065"	"1985"	"1985"	89.77
	"Edgecombe County, NC"	"37065"	"1986"	"1986"	92.32
	"Edgecombe County, NC"	"37065"	"1987"	"1987"	93.18
	"Edgecombe County, NC"	"37065"	"1988"	"1988"	92.82
	"Edgecombe County, NC"	"37065"	"1989"	"1989"	91.51
	"Edgecombe County, NC"	"37065"	"1990"	"1990"	90.56
	"Edgecombe County, NC"	"37065"	"1991"	"1991"	92.78
	"Edgecombe County, NC"	"37065"	"1992"	"1992"	90.62
	"Edgecombe County, NC"	"37065"	"1993"	"1993"	93.17
	"Edgecombe County, NC"	"37065"	"1994"	"1994"	90.90
	"Edgecombe County, NC"	"37065"	"1995"	"1995"	91.69
	"Edgecombe County, NC"	"37065"	"1996"	"1996"	90.75
	"Edgecombe County, NC"	"37065"	"1997"	"1997"	90.90
	"Edgecombe County, NC"	"37065"	"1998"	"1998"	93.29
	"Edgecombe County, NC"	"37065"	"1999"	"1999"	94.00
	"Edgecombe County, NC"	"37065"	"2000"	"2000"	91.05
	"Edgecombe County, NC"	"37065"	"2001"	"2001"	88.96
	"Edgecombe County, NC"	"37065"	"2002"	"2002"	92.37
	"Edgecombe County, NC"	"37065"	"2003"	"2003"	92.85
	"Edgecombe County, NC"	"37065"	"2004"	"2004"	89.85
	"Edgecombe County, NC"	"37065"	"2005"	"2005"	93.65
	"Edgecombe County, NC"	"37065"	"2006"	"2006"	92.63
	"Edgecombe County, NC"	"37065"	"2007"	"2007"	92.44
	"Edgecombe County, NC"	"37065"	"2008"	"2008"	92.21
	"Edgecombe County, NC"	"37065"	"2009"	"2009"	91.28
	"Edgecombe County, NC"	"37065"	"2010"	"2010"	95.18
	"Edgecombe County, NC"	"37065"	"2011"	"2011"	94.43
"Total"	"Edgecombe County, NC"	"37065"			91.93
	"Forsyth County, NC"	"37067"	"1979"	"1979"	88.64
	"Forsyth County, NC"	"37067"	"1980"	"1980"	91.09
	"Forsyth County, NC"	"37067"	"1981"	"1981"	89.25
	"Forsyth County, NC"	"37067"	"1982"	"1982"	86.98
	"Forsyth County, NC"	"37067"	"1983"	"1983"	91.13
	"Forsyth County, NC"	"37067"	"1984"	"1984"	88.07
	"Forsyth County, NC"	"37067"	"1985"	"1985"	87.84
	"Forsyth County, NC"	"37067"	"1986"	"1986"	90.38
	"Forsyth County, NC"	"37067"	"1987"	"1987"	89.75
	"Forsyth County, NC"	"37067"	"1988"	"1988"	90.57
	"Forsyth County, NC"	"37067"	"1989"	"1989"	89.01
	"Forsyth County, NC"	"37067"	"1990"	"1990"	88.87
	"Forsyth County, NC"	"37067"	"1991"	"1991"	89.98
	"Forsyth County, NC"	"37067"	"1992"	"1992"	87.87
	"Forsyth County, NC"	"37067"	"1993"	"1993"	90.69
	"Forsyth County, NC"	"37067"	"1994"	"1994"	88.14
	"Forsyth County, NC"	"37067"	"1995"	"1995"	90.02
	"Forsyth County, NC"	"37067"	"1996"	"1996"	88.27
	"Forsyth County, NC"	"37067"	"1997"	"1997"	89.16
	"Forsyth County, NC"	"37067"	"1998"	"1998"	90.19
	"Forsyth County, NC"	"37067"	"1999"	"1999"	90.70
	"Forsyth County, NC"	"37067"	"2000"	"2000"	88.93
	"Forsyth County, NC"	"37067"	"2001"	"2001"	87.90
	"Forsyth County, NC"	"37067"	"2002"	"2002"	90.24
	"Forsyth County, NC"	"37067"	"2003"	"2003"	89.65
	"Forsyth County, NC"	"37067"	"2004"	"2004"	87.51
	"Forsyth County, NC"	"37067"	"2005"	"2005"	90.62
	"Forsyth County, NC"	"37067"	"2006"	"2006"	89.66
	"Forsyth County, NC"	"37067"	"2007"	"2007"	89.96
	"Forsyth County, NC"	"37067"	"2008"	"2008"	90.39
	"Forsyth County, NC"	"37067"	"2009"	"2009"	88.42
	"Forsyth County, NC"	"37067"	"2010"	"2010"	92.63
	"Forsyth County, NC"	"37067"	"2011"	"2011"	91.94
"Total"	"Forsyth County, NC"	"37067"			89.61
	"Franklin County, NC"	"37069"	"1979"	"1979"	90.10
	"Franklin County, NC"	"37069"	"1980"	"1980"	91.80
	"Franklin County, NC"	"37069"	"1981"	"1981"	90.81
	"Franklin County, NC"	"37069"	"1982"	"1982"	88.48
	"Franklin County, NC"	"37069"	"1983"	"1983"	92.11
	"Franklin County, NC"	"37069"	"1984"	"1984"	89.58
	"Franklin County, NC"	"37069"	"1985"	"1985"	88.96
	"Franklin County, NC"	"37069"	"1986"	"1986"	92.00
	"Franklin County, NC"	"37069"	"1987"	"1987"	91.98
	"Franklin County, NC"	"37069"	"1988"	"1988"	91.86
	"Franklin County, NC"	"37069"	"1989"	"1989"	90.64
	"Franklin County, NC"	"37069"	"1990"	"1990"	89.96
	"Franklin County, NC"	"37069"	"1991"	"1991"	92.03
	"Franklin County, NC"	"37069"	"1992"	"1992"	89.83
	"Franklin County, NC"	"37069"	"1993"	"1993"	92.30
	"Franklin County, NC"	"37069"	"1994"	"1994"	90.10
	"Franklin County, NC"	"37069"	"1995"	"1995"	91.47
	"Franklin County, NC"	"37069"	"1996"	"1996"	89.81
	"Franklin County, NC"	"37069"	"1997"	"1997"	90.48
	"Franklin County, NC"	"37069"	"1998"	"1998"	92.28
	"Franklin County, NC"	"37069"	"1999"	"1999"	93.26
	"Franklin County, NC"	"37069"	"2000"	"2000"	90.17
	"Franklin County, NC"	"37069"	"2001"	"2001"	88.36
	"Franklin County, NC"	"37069"	"2002"	"2002"	91.65
	"Franklin County, NC"	"37069"	"2003"	"2003"	91.79
	"Franklin County, NC"	"37069"	"2004"	"2004"	88.86
	"Franklin County, NC"	"37069"	"2005"	"2005"	92.83
	"Franklin County, NC"	"37069"	"2006"	"2006"	91.73
	"Franklin County, NC"	"37069"	"2007"	"2007"	91.53
	"Franklin County, NC"	"37069"	"2008"	"2008"	91.71
	"Franklin County, NC"	"37069"	"2009"	"2009"	90.15
	"Franklin County, NC"	"37069"	"2010"	"2010"	94.13
	"Franklin County, NC"	"37069"	"2011"	"2011"	93.76
"Total"	"Franklin County, NC"	"37069"			91.16
	"Gaston County, NC"	"37071"	"1979"	"1979"	89.28
	"Gaston County, NC"	"37071"	"1980"	"1980"	91.97
	"Gaston County, NC"	"37071"	"1981"	"1981"	90.27
	"Gaston County, NC"	"37071"	"1982"	"1982"	87.83
	"Gaston County, NC"	"37071"	"1983"	"1983"	91.55
	"Gaston County, NC"	"37071"	"1984"	"1984"	88.54
	"Gaston County, NC"	"37071"	"1985"	"1985"	88.29
	"Gaston County, NC"	"37071"	"1986"	"1986"	91.85
	"Gaston County, NC"	"37071"	"1987"	"1987"	90.36
	"Gaston County, NC"	"37071"	"1988"	"1988"	90.76
	"Gaston County, NC"	"37071"	"1989"	"1989"	89.28
	"Gaston County, NC"	"37071"	"1990"	"1990"	89.59
	"Gaston County, NC"	"37071"	"1991"	"1991"	90.84
	"Gaston County, NC"	"37071"	"1992"	"1992"	89.00
	"Gaston County, NC"	"37071"	"1993"	"1993"	91.45
	"Gaston County, NC"	"37071"	"1994"	"1994"	88.64
	"Gaston County, NC"	"37071"	"1995"	"1995"	90.45
	"Gaston County, NC"	"37071"	"1996"	"1996"	88.99
	"Gaston County, NC"	"37071"	"1997"	"1997"	89.77
	"Gaston County, NC"	"37071"	"1998"	"1998"	91.69
	"Gaston County, NC"	"37071"	"1999"	"1999"	91.09
	"Gaston County, NC"	"37071"	"2000"	"2000"	89.82
	"Gaston County, NC"	"37071"	"2001"	"2001"	88.65
	"Gaston County, NC"	"37071"	"2002"	"2002"	91.29
	"Gaston County, NC"	"37071"	"2003"	"2003"	89.95
	"Gaston County, NC"	"37071"	"2004"	"2004"	88.54
	"Gaston County, NC"	"37071"	"2005"	"2005"	91.41
	"Gaston County, NC"	"37071"	"2006"	"2006"	90.44
	"Gaston County, NC"	"37071"	"2007"	"2007"	90.72
	"Gaston County, NC"	"37071"	"2008"	"2008"	91.29
	"Gaston County, NC"	"37071"	"2009"	"2009"	90.35
	"Gaston County, NC"	"37071"	"2010"	"2010"	93.77
