"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Heat Index (F)
	"Gaston County, NC"	"37071"	"2011"	"2011"	93.00
"Total"	"Gaston County, NC"	"37071"			90.39
	"Gates County, NC"	"37073"	"1979"	"1979"	91.19
	"Gates County, NC"	"37073"	"1980"	"1980"	92.60
	"Gates County, NC"	"37073"	"1981"	"1981"	90.98
	"Gates County, NC"	"37073"	"1982"	"1982"	89.13
	"Gates County, NC"	"37073"	"1983"	"1983"	92.11
	"Gates County, NC"	"37073"	"1984"	"1984"	89.99
	"Gates County, NC"	"37073"	"1985"	"1985"	89.65
	"Gates County, NC"	"37073"	"1986"	"1986"	92.43
	"Gates County, NC"	"37073"	"1987"	"1987"	92.77
	"Gates County, NC"	"37073"	"1988"	"1988"	92.90
	"Gates County, NC"	"37073"	"1989"	"1989"	91.41
	"Gates County, NC"	"37073"	"1990"	"1990"	90.63
	"Gates County, NC"	"37073"	"1991"	"1991"	92.44
	"Gates County, NC"	"37073"	"1992"	"1992"	90.56
	"Gates County, NC"	"37073"	"1993"	"1993"	92.56
	"Gates County, NC"	"37073"	"1994"	"1994"	91.26
	"Gates County, NC"	"37073"	"1995"	"1995"	91.33
	"Gates County, NC"	"37073"	"1996"	"1996"	90.45
	"Gates County, NC"	"37073"	"1997"	"1997"	90.47
	"Gates County, NC"	"37073"	"1998"	"1998"	92.22
	"Gates County, NC"	"37073"	"1999"	"1999"	93.72
	"Gates County, NC"	"37073"	"2000"	"2000"	91.10
	"Gates County, NC"	"37073"	"2001"	"2001"	88.75
	"Gates County, NC"	"37073"	"2002"	"2002"	91.87
	"Gates County, NC"	"37073"	"2003"	"2003"	92.54
	"Gates County, NC"	"37073"	"2004"	"2004"	89.56
	"Gates County, NC"	"37073"	"2005"	"2005"	93.38
	"Gates County, NC"	"37073"	"2006"	"2006"	92.69
	"Gates County, NC"	"37073"	"2007"	"2007"	92.14
	"Gates County, NC"	"37073"	"2008"	"2008"	91.90
	"Gates County, NC"	"37073"	"2009"	"2009"	90.56
	"Gates County, NC"	"37073"	"2010"	"2010"	94.52
	"Gates County, NC"	"37073"	"2011"	"2011"	93.88
"Total"	"Gates County, NC"	"37073"			91.67
	"Graham County, NC"	"37075"	"1979"	"1979"	85.26
	"Graham County, NC"	"37075"	"1980"	"1980"	87.03
	"Graham County, NC"	"37075"	"1981"	"1981"	86.03
	"Graham County, NC"	"37075"	"1982"	"1982"	84.48
	"Graham County, NC"	"37075"	"1983"	"1983"	87.00
	"Graham County, NC"	"37075"	"1984"	"1984"	83.97
	"Graham County, NC"	"37075"	"1985"	"1985"	84.54
	"Graham County, NC"	"37075"	"1986"	"1986"	85.11
	"Graham County, NC"	"37075"	"1987"	"1987"	84.59
	"Graham County, NC"	"37075"	"1988"	"1988"	85.51
	"Graham County, NC"	"37075"	"1989"	"1989"	85.11
	"Graham County, NC"	"37075"	"1990"	"1990"	85.06
	"Graham County, NC"	"37075"	"1991"	"1991"	85.35
	"Graham County, NC"	"37075"	"1992"	"1992"	85.25
	"Graham County, NC"	"37075"	"1993"	"1993"	85.63
	"Graham County, NC"	"37075"	"1994"	"1994"	83.48
	"Graham County, NC"	"37075"	"1995"	"1995"	86.78
	"Graham County, NC"	"37075"	"1996"	"1996"	84.74
	"Graham County, NC"	"37075"	"1997"	"1997"	86.01
	"Graham County, NC"	"37075"	"1998"	"1998"	85.46
	"Graham County, NC"	"37075"	"1999"	"1999"	86.23
	"Graham County, NC"	"37075"	"2000"	"2000"	84.82
	"Graham County, NC"	"37075"	"2001"	"2001"	84.50
	"Graham County, NC"	"37075"	"2002"	"2002"	85.22
	"Graham County, NC"	"37075"	"2003"	"2003"	84.50
	"Graham County, NC"	"37075"	"2004"	"2004"	84.58
	"Graham County, NC"	"37075"	"2005"	"2005"	85.93
	"Graham County, NC"	"37075"	"2006"	"2006"	85.74
	"Graham County, NC"	"37075"	"2007"	"2007"	85.59
	"Graham County, NC"	"37075"	"2008"	"2008"	84.68
	"Graham County, NC"	"37075"	"2009"	"2009"	83.97
	"Graham County, NC"	"37075"	"2010"	"2010"	86.61
	"Graham County, NC"	"37075"	"2011"	"2011"	86.64
"Total"	"Graham County, NC"	"37075"			85.56
	"Granville County, NC"	"37077"	"1979"	"1979"	89.72
	"Granville County, NC"	"37077"	"1980"	"1980"	91.47
	"Granville County, NC"	"37077"	"1981"	"1981"	90.22
	"Granville County, NC"	"37077"	"1982"	"1982"	88.06
	"Granville County, NC"	"37077"	"1983"	"1983"	91.50
	"Granville County, NC"	"37077"	"1984"	"1984"	89.09
	"Granville County, NC"	"37077"	"1985"	"1985"	88.34
	"Granville County, NC"	"37077"	"1986"	"1986"	91.22
	"Granville County, NC"	"37077"	"1987"	"1987"	91.29
	"Granville County, NC"	"37077"	"1988"	"1988"	91.50
	"Granville County, NC"	"37077"	"1989"	"1989"	89.90
	"Granville County, NC"	"37077"	"1990"	"1990"	89.58
	"Granville County, NC"	"37077"	"1991"	"1991"	91.30
	"Granville County, NC"	"37077"	"1992"	"1992"	89.18
	"Granville County, NC"	"37077"	"1993"	"1993"	91.67
	"Granville County, NC"	"37077"	"1994"	"1994"	89.61
	"Granville County, NC"	"37077"	"1995"	"1995"	91.00
	"Granville County, NC"	"37077"	"1996"	"1996"	89.32
	"Granville County, NC"	"37077"	"1997"	"1997"	90.25
	"Granville County, NC"	"37077"	"1998"	"1998"	91.36
	"Granville County, NC"	"37077"	"1999"	"1999"	92.70
	"Granville County, NC"	"37077"	"2000"	"2000"	89.82
	"Granville County, NC"	"37077"	"2001"	"2001"	88.01
	"Granville County, NC"	"37077"	"2002"	"2002"	91.22
	"Granville County, NC"	"37077"	"2003"	"2003"	91.13
	"Granville County, NC"	"37077"	"2004"	"2004"	88.40
	"Granville County, NC"	"37077"	"2005"	"2005"	91.98
	"Granville County, NC"	"37077"	"2006"	"2006"	91.00
	"Granville County, NC"	"37077"	"2007"	"2007"	90.89
	"Granville County, NC"	"37077"	"2008"	"2008"	90.90
	"Granville County, NC"	"37077"	"2009"	"2009"	89.33
	"Granville County, NC"	"37077"	"2010"	"2010"	93.29
	"Granville County, NC"	"37077"	"2011"	"2011"	93.30
"Total"	"Granville County, NC"	"37077"			90.59
	"Greene County, NC"	"37079"	"1979"	"1979"	91.24
	"Greene County, NC"	"37079"	"1980"	"1980"	92.69
	"Greene County, NC"	"37079"	"1981"	"1981"	91.87
	"Greene County, NC"	"37079"	"1982"	"1982"	89.24
	"Greene County, NC"	"37079"	"1983"	"1983"	93.19
	"Greene County, NC"	"37079"	"1984"	"1984"	90.40
	"Greene County, NC"	"37079"	"1985"	"1985"	89.71
	"Greene County, NC"	"37079"	"1986"	"1986"	92.16
	"Greene County, NC"	"37079"	"1987"	"1987"	92.90
	"Greene County, NC"	"37079"	"1988"	"1988"	92.57
	"Greene County, NC"	"37079"	"1989"	"1989"	91.31
	"Greene County, NC"	"37079"	"1990"	"1990"	90.90
	"Greene County, NC"	"37079"	"1991"	"1991"	92.85
	"Greene County, NC"	"37079"	"1992"	"1992"	90.58
	"Greene County, NC"	"37079"	"1993"	"1993"	93.26
	"Greene County, NC"	"37079"	"1994"	"1994"	90.71
	"Greene County, NC"	"37079"	"1995"	"1995"	91.63
	"Greene County, NC"	"37079"	"1996"	"1996"	90.92
	"Greene County, NC"	"37079"	"1997"	"1997"	90.86
	"Greene County, NC"	"37079"	"1998"	"1998"	93.59
	"Greene County, NC"	"37079"	"1999"	"1999"	93.48
	"Greene County, NC"	"37079"	"2000"	"2000"	91.27
	"Greene County, NC"	"37079"	"2001"	"2001"	89.25
	"Greene County, NC"	"37079"	"2002"	"2002"	92.23
	"Greene County, NC"	"37079"	"2003"	"2003"	92.81
	"Greene County, NC"	"37079"	"2004"	"2004"	89.87
	"Greene County, NC"	"37079"	"2005"	"2005"	93.82
	"Greene County, NC"	"37079"	"2006"	"2006"	92.32
	"Greene County, NC"	"37079"	"2007"	"2007"	92.62
	"Greene County, NC"	"37079"	"2008"	"2008"	92.58
	"Greene County, NC"	"37079"	"2009"	"2009"	92.10
	"Greene County, NC"	"37079"	"2010"	"2010"	95.60
	"Greene County, NC"	"37079"	"2011"	"2011"	94.67
"Total"	"Greene County, NC"	"37079"			92.01
	"Guilford County, NC"	"37081"	"1979"	"1979"	88.57
	"Guilford County, NC"	"37081"	"1980"	"1980"	90.90
	"Guilford County, NC"	"37081"	"1981"	"1981"	89.49
	"Guilford County, NC"	"37081"	"1982"	"1982"	87.23
	"Guilford County, NC"	"37081"	"1983"	"1983"	91.38
	"Guilford County, NC"	"37081"	"1984"	"1984"	88.04
	"Guilford County, NC"	"37081"	"1985"	"1985"	87.74
	"Guilford County, NC"	"37081"	"1986"	"1986"	90.54
	"Guilford County, NC"	"37081"	"1987"	"1987"	89.98
	"Guilford County, NC"	"37081"	"1988"	"1988"	90.59
	"Guilford County, NC"	"37081"	"1989"	"1989"	89.02
	"Guilford County, NC"	"37081"	"1990"	"1990"	89.04
	"Guilford County, NC"	"37081"	"1991"	"1991"	90.18
	"Guilford County, NC"	"37081"	"1992"	"1992"	88.31
	"Guilford County, NC"	"37081"	"1993"	"1993"	90.77
	"Guilford County, NC"	"37081"	"1994"	"1994"	88.55
	"Guilford County, NC"	"37081"	"1995"	"1995"	89.84
	"Guilford County, NC"	"37081"	"1996"	"1996"	88.57
	"Guilford County, NC"	"37081"	"1997"	"1997"	89.22
	"Guilford County, NC"	"37081"	"1998"	"1998"	90.44
	"Guilford County, NC"	"37081"	"1999"	"1999"	90.95
	"Guilford County, NC"	"37081"	"2000"	"2000"	89.17
	"Guilford County, NC"	"37081"	"2001"	"2001"	87.67
	"Guilford County, NC"	"37081"	"2002"	"2002"	90.41
	"Guilford County, NC"	"37081"	"2003"	"2003"	89.72
	"Guilford County, NC"	"37081"	"2004"	"2004"	87.63
	"Guilford County, NC"	"37081"	"2005"	"2005"	90.71
	"Guilford County, NC"	"37081"	"2006"	"2006"	89.59
	"Guilford County, NC"	"37081"	"2007"	"2007"	90.00
	"Guilford County, NC"	"37081"	"2008"	"2008"	90.54
	"Guilford County, NC"	"37081"	"2009"	"2009"	88.81
	"Guilford County, NC"	"37081"	"2010"	"2010"	92.80
	"Guilford County, NC"	"37081"	"2011"	"2011"	92.22
"Total"	"Guilford County, NC"	"37081"			89.73
	"Halifax County, NC"	"37083"	"1979"	"1979"	90.70
	"Halifax County, NC"	"37083"	"1980"	"1980"	92.20
	"Halifax County, NC"	"37083"	"1981"	"1981"	90.65
	"Halifax County, NC"	"37083"	"1982"	"1982"	88.88
	"Halifax County, NC"	"37083"	"1983"	"1983"	92.49
	"Halifax County, NC"	"37083"	"1984"	"1984"	89.83
	"Halifax County, NC"	"37083"	"1985"	"1985"	89.31
	"Halifax County, NC"	"37083"	"1986"	"1986"	92.26
	"Halifax County, NC"	"37083"	"1987"	"1987"	92.75
	"Halifax County, NC"	"37083"	"1988"	"1988"	92.42
	"Halifax County, NC"	"37083"	"1989"	"1989"	91.14
	"Halifax County, NC"	"37083"	"1990"	"1990"	90.19
	"Halifax County, NC"	"37083"	"1991"	"1991"	92.46
	"Halifax County, NC"	"37083"	"1992"	"1992"	90.05
	"Halifax County, NC"	"37083"	"1993"	"1993"	92.71
	"Halifax County, NC"	"37083"	"1994"	"1994"	90.61
	"Halifax County, NC"	"37083"	"1995"	"1995"	91.54
	"Halifax County, NC"	"37083"	"1996"	"1996"	90.18
	"Halifax County, NC"	"37083"	"1997"	"1997"	90.58
	"Halifax County, NC"	"37083"	"1998"	"1998"	92.43
	"Halifax County, NC"	"37083"	"1999"	"1999"	93.74
	"Halifax County, NC"	"37083"	"2000"	"2000"	90.66
	"Halifax County, NC"	"37083"	"2001"	"2001"	88.57
	"Halifax County, NC"	"37083"	"2002"	"2002"	91.94
	"Halifax County, NC"	"37083"	"2003"	"2003"	92.35
	"Halifax County, NC"	"37083"	"2004"	"2004"	89.33
	"Halifax County, NC"	"37083"	"2005"	"2005"	93.31
	"Halifax County, NC"	"37083"	"2006"	"2006"	92.38
	"Halifax County, NC"	"37083"	"2007"	"2007"	92.12
	"Halifax County, NC"	"37083"	"2008"	"2008"	91.71
	"Halifax County, NC"	"37083"	"2009"	"2009"	90.49
	"Halifax County, NC"	"37083"	"2010"	"2010"	94.63
	"Halifax County, NC"	"37083"	"2011"	"2011"	93.75
"Total"	"Halifax County, NC"	"37083"			91.51
	"Harnett County, NC"	"37085"	"1979"	"1979"	90.90
	"Harnett County, NC"	"37085"	"1980"	"1980"	92.63
	"Harnett County, NC"	"37085"	"1981"	"1981"	91.67
	"Harnett County, NC"	"37085"	"1982"	"1982"	89.24
	"Harnett County, NC"	"37085"	"1983"	"1983"	92.93
	"Harnett County, NC"	"37085"	"1984"	"1984"	89.98
	"Harnett County, NC"	"37085"	"1985"	"1985"	89.36
	"Harnett County, NC"	"37085"	"1986"	"1986"	92.55
	"Harnett County, NC"	"37085"	"1987"	"1987"	92.20
	"Harnett County, NC"	"37085"	"1988"	"1988"	92.44
	"Harnett County, NC"	"37085"	"1989"	"1989"	90.90
	"Harnett County, NC"	"37085"	"1990"	"1990"	90.89
	"Harnett County, NC"	"37085"	"1991"	"1991"	92.31
	"Harnett County, NC"	"37085"	"1992"	"1992"	90.40
	"Harnett County, NC"	"37085"	"1993"	"1993"	92.82
	"Harnett County, NC"	"37085"	"1994"	"1994"	90.53
	"Harnett County, NC"	"37085"	"1995"	"1995"	91.80
	"Harnett County, NC"	"37085"	"1996"	"1996"	90.70
	"Harnett County, NC"	"37085"	"1997"	"1997"	90.76
	"Harnett County, NC"	"37085"	"1998"	"1998"	93.37
	"Harnett County, NC"	"37085"	"1999"	"1999"	92.78
	"Harnett County, NC"	"37085"	"2000"	"2000"	91.29
	"Harnett County, NC"	"37085"	"2001"	"2001"	89.26
	"Harnett County, NC"	"37085"	"2002"	"2002"	92.17
	"Harnett County, NC"	"37085"	"2003"	"2003"	92.20
	"Harnett County, NC"	"37085"	"2004"	"2004"	89.40
	"Harnett County, NC"	"37085"	"2005"	"2005"	93.33
	"Harnett County, NC"	"37085"	"2006"	"2006"	91.75
	"Harnett County, NC"	"37085"	"2007"	"2007"	92.36
	"Harnett County, NC"	"37085"	"2008"	"2008"	92.18
	"Harnett County, NC"	"37085"	"2009"	"2009"	92.01
	"Harnett County, NC"	"37085"	"2010"	"2010"	95.05
	"Harnett County, NC"	"37085"	"2011"	"2011"	94.49
"Total"	"Harnett County, NC"	"37085"			91.77
	"Haywood County, NC"	"37087"	"1979"	"1979"	83.89
	"Haywood County, NC"	"37087"	"1980"	"1980"	85.09
	"Haywood County, NC"	"37087"	"1981"	"1981"	84.25
	"Haywood County, NC"	"37087"	"1982"	"1982"	82.80
	"Haywood County, NC"	"37087"	"1983"	"1983"	86.27
	"Haywood County, NC"	"37087"	"1984"	"1984"	83.80
	"Haywood County, NC"	"37087"	"1985"	"1985"	82.79
	"Haywood County, NC"	"37087"	"1986"	"1986"	83.69
	"Haywood County, NC"	"37087"	"1987"	"1987"	83.20
	"Haywood County, NC"	"37087"	"1988"	"1988"	83.92
	"Haywood County, NC"	"37087"	"1989"	"1989"	83.85
	"Haywood County, NC"	"37087"	"1990"	"1990"	83.61
	"Haywood County, NC"	"37087"	"1991"	"1991"	83.97
	"Haywood County, NC"	"37087"	"1992"	"1992"	83.04
	"Haywood County, NC"	"37087"	"1993"	"1993"	83.96
	"Haywood County, NC"	"37087"	"1994"	"1994"	Missing
	"Haywood County, NC"	"37087"	"1995"	"1995"	85.34
	"Haywood County, NC"	"37087"	"1996"	"1996"	83.94
	"Haywood County, NC"	"37087"	"1997"	"1997"	85.40
	"Haywood County, NC"	"37087"	"1998"	"1998"	83.94
	"Haywood County, NC"	"37087"	"1999"	"1999"	84.90
	"Haywood County, NC"	"37087"	"2000"	"2000"	84.36
	"Haywood County, NC"	"37087"	"2001"	"2001"	83.09
	"Haywood County, NC"	"37087"	"2002"	"2002"	83.34
	"Haywood County, NC"	"37087"	"2003"	"2003"	84.36
	"Haywood County, NC"	"37087"	"2004"	"2004"	83.13
	"Haywood County, NC"	"37087"	"2005"	"2005"	84.82
	"Haywood County, NC"	"37087"	"2006"	"2006"	84.35
	"Haywood County, NC"	"37087"	"2007"	"2007"	84.27
	"Haywood County, NC"	"37087"	"2008"	"2008"	83.41
	"Haywood County, NC"	"37087"	"2009"	"2009"	82.58
	"Haywood County, NC"	"37087"	"2010"	"2010"	85.09
	"Haywood County, NC"	"37087"	"2011"	"2011"	84.86
"Total"	"Haywood County, NC"	"37087"			84.17
	"Henderson County, NC"	"37089"	"1979"	"1979"	85.48
	"Henderson County, NC"	"37089"	"1980"	"1980"	86.61
	"Henderson County, NC"	"37089"	"1981"	"1981"	85.91
	"Henderson County, NC"	"37089"	"1982"	"1982"	84.49
	"Henderson County, NC"	"37089"	"1983"	"1983"	86.89
	"Henderson County, NC"	"37089"	"1984"	"1984"	84.39
	"Henderson County, NC"	"37089"	"1985"	"1985"	84.77
	"Henderson County, NC"	"37089"	"1986"	"1986"	85.91
	"Henderson County, NC"	"37089"	"1987"	"1987"	86.01
	"Henderson County, NC"	"37089"	"1988"	"1988"	85.58
	"Henderson County, NC"	"37089"	"1989"	"1989"	85.28
	"Henderson County, NC"	"37089"	"1990"	"1990"	85.20
	"Henderson County, NC"	"37089"	"1991"	"1991"	86.23
	"Henderson County, NC"	"37089"	"1992"	"1992"	85.13
	"Henderson County, NC"	"37089"	"1993"	"1993"	86.46
	"Henderson County, NC"	"37089"	"1994"	"1994"	84.09
	"Henderson County, NC"	"37089"	"1995"	"1995"	87.36
	"Henderson County, NC"	"37089"	"1996"	"1996"	85.29
	"Henderson County, NC"	"37089"	"1997"	"1997"	85.47
	"Henderson County, NC"	"37089"	"1998"	"1998"	85.51
	"Henderson County, NC"	"37089"	"1999"	"1999"	86.56
	"Henderson County, NC"	"37089"	"2000"	"2000"	84.81
	"Henderson County, NC"	"37089"	"2001"	"2001"	84.38
	"Henderson County, NC"	"37089"	"2002"	"2002"	85.56
	"Henderson County, NC"	"37089"	"2003"	"2003"	85.14
	"Henderson County, NC"	"37089"	"2004"	"2004"	84.57
	"Henderson County, NC"	"37089"	"2005"	"2005"	86.46
	"Henderson County, NC"	"37089"	"2006"	"2006"	86.03
	"Henderson County, NC"	"37089"	"2007"	"2007"	86.02
	"Henderson County, NC"	"37089"	"2008"	"2008"	85.21
	"Henderson County, NC"	"37089"	"2009"	"2009"	84.87
	"Henderson County, NC"	"37089"	"2010"	"2010"	87.36
	"Henderson County, NC"	"37089"	"2011"	"2011"	86.96
"Total"	"Henderson County, NC"	"37089"			85.82
	"Hertford County, NC"	"37091"	"1979"	"1979"	91.17
	"Hertford County, NC"	"37091"	"1980"	"1980"	92.60
	"Hertford County, NC"	"37091"	"1981"	"1981"	91.12
	"Hertford County, NC"	"37091"	"1982"	"1982"	89.10
	"Hertford County, NC"	"37091"	"1983"	"1983"	92.29
	"Hertford County, NC"	"37091"	"1984"	"1984"	90.09
	"Hertford County, NC"	"37091"	"1985"	"1985"	89.60
	"Hertford County, NC"	"37091"	"1986"	"1986"	92.45
	"Hertford County, NC"	"37091"	"1987"	"1987"	92.91
	"Hertford County, NC"	"37091"	"1988"	"1988"	92.77
	"Hertford County, NC"	"37091"	"1989"	"1989"	91.51
	"Hertford County, NC"	"37091"	"1990"	"1990"	90.58
	"Hertford County, NC"	"37091"	"1991"	"1991"	92.58
	"Hertford County, NC"	"37091"	"1992"	"1992"	90.47
	"Hertford County, NC"	"37091"	"1993"	"1993"	92.54
	"Hertford County, NC"	"37091"	"1994"	"1994"	91.06
	"Hertford County, NC"	"37091"	"1995"	"1995"	91.36
	"Hertford County, NC"	"37091"	"1996"	"1996"	90.54
	"Hertford County, NC"	"37091"	"1997"	"1997"	90.64
	"Hertford County, NC"	"37091"	"1998"	"1998"	92.36
	"Hertford County, NC"	"37091"	"1999"	"1999"	93.87
	"Hertford County, NC"	"37091"	"2000"	"2000"	91.20
	"Hertford County, NC"	"37091"	"2001"	"2001"	88.74
	"Hertford County, NC"	"37091"	"2002"	"2002"	91.93
	"Hertford County, NC"	"37091"	"2003"	"2003"	92.68
	"Hertford County, NC"	"37091"	"2004"	"2004"	89.64
	"Hertford County, NC"	"37091"	"2005"	"2005"	93.57
	"Hertford County, NC"	"37091"	"2006"	"2006"	92.67
	"Hertford County, NC"	"37091"	"2007"	"2007"	92.24
	"Hertford County, NC"	"37091"	"2008"	"2008"	91.99
	"Hertford County, NC"	"37091"	"2009"	"2009"	90.62
	"Hertford County, NC"	"37091"	"2010"	"2010"	94.61
	"Hertford County, NC"	"37091"	"2011"	"2011"	93.91
"Total"	"Hertford County, NC"	"37091"			91.72
	"Hoke County, NC"	"37093"	"1979"	"1979"	90.92
	"Hoke County, NC"	"37093"	"1980"	"1980"	92.88
	"Hoke County, NC"	"37093"	"1981"	"1981"	91.61
	"Hoke County, NC"	"37093"	"1982"	"1982"	89.20
	"Hoke County, NC"	"37093"	"1983"	"1983"	92.75
	"Hoke County, NC"	"37093"	"1984"	"1984"	89.91
	"Hoke County, NC"	"37093"	"1985"	"1985"	89.42
	"Hoke County, NC"	"37093"	"1986"	"1986"	92.56
	"Hoke County, NC"	"37093"	"1987"	"1987"	92.03
	"Hoke County, NC"	"37093"	"1988"	"1988"	92.47
	"Hoke County, NC"	"37093"	"1989"	"1989"	90.74
	"Hoke County, NC"	"37093"	"1990"	"1990"	91.20
	"Hoke County, NC"	"37093"	"1991"	"1991"	92.05
	"Hoke County, NC"	"37093"	"1992"	"1992"	90.47
	"Hoke County, NC"	"37093"	"1993"	"1993"	92.58
	"Hoke County, NC"	"37093"	"1994"	"1994"	90.32
	"Hoke County, NC"	"37093"	"1995"	"1995"	91.59
	"Hoke County, NC"	"37093"	"1996"	"1996"	90.86
	"Hoke County, NC"	"37093"	"1997"	"1997"	90.59
	"Hoke County, NC"	"37093"	"1998"	"1998"	93.69
	"Hoke County, NC"	"37093"	"1999"	"1999"	92.65
	"Hoke County, NC"	"37093"	"2000"	"2000"	91.16
	"Hoke County, NC"	"37093"	"2001"	"2001"	89.12
	"Hoke County, NC"	"37093"	"2002"	"2002"	92.19
	"Hoke County, NC"	"37093"	"2003"	"2003"	91.84
	"Hoke County, NC"	"37093"	"2004"	"2004"	89.61
	"Hoke County, NC"	"37093"	"2005"	"2005"	93.38
	"Hoke County, NC"	"37093"	"2006"	"2006"	91.57
	"Hoke County, NC"	"37093"	"2007"	"2007"	92.07
	"Hoke County, NC"	"37093"	"2008"	"2008"	92.20
	"Hoke County, NC"	"37093"	"2009"	"2009"	92.55
	"Hoke County, NC"	"37093"	"2010"	"2010"	95.15
	"Hoke County, NC"	"37093"	"2011"	"2011"	94.53
"Total"	"Hoke County, NC"	"37093"			91.74
	"Hyde County, NC"	"37095"	"1979"	"1979"	90.83
	"Hyde County, NC"	"37095"	"1980"	"1980"	91.68
	"Hyde County, NC"	"37095"	"1981"	"1981"	91.39
	"Hyde County, NC"	"37095"	"1982"	"1982"	88.59
	"Hyde County, NC"	"37095"	"1983"	"1983"	91.71
	"Hyde County, NC"	"37095"	"1984"	"1984"	89.58
	"Hyde County, NC"	"37095"	"1985"	"1985"	89.28
	"Hyde County, NC"	"37095"	"1986"	"1986"	92.26
	"Hyde County, NC"	"37095"	"1987"	"1987"	92.05
	"Hyde County, NC"	"37095"	"1988"	"1988"	91.74
	"Hyde County, NC"	"37095"	"1989"	"1989"	90.79
	"Hyde County, NC"	"37095"	"1990"	"1990"	90.58
	"Hyde County, NC"	"37095"	"1991"	"1991"	91.51
	"Hyde County, NC"	"37095"	"1992"	"1992"	90.32
	"Hyde County, NC"	"37095"	"1993"	"1993"	91.94
	"Hyde County, NC"	"37095"	"1994"	"1994"	90.03
	"Hyde County, NC"	"37095"	"1995"	"1995"	90.62
	"Hyde County, NC"	"37095"	"1996"	"1996"	89.83
	"Hyde County, NC"	"37095"	"1997"	"1997"	90.17
	"Hyde County, NC"	"37095"	"1998"	"1998"	92.31
	"Hyde County, NC"	"37095"	"1999"	"1999"	92.53
	"Hyde County, NC"	"37095"	"2000"	"2000"	90.26
	"Hyde County, NC"	"37095"	"2001"	"2001"	88.26
	"Hyde County, NC"	"37095"	"2002"	"2002"	91.03
	"Hyde County, NC"	"37095"	"2003"	"2003"	91.44
	"Hyde County, NC"	"37095"	"2004"	"2004"	89.72
	"Hyde County, NC"	"37095"	"2005"	"2005"	92.95
	"Hyde County, NC"	"37095"	"2006"	"2006"	91.69
	"Hyde County, NC"	"37095"	"2007"	"2007"	91.31
	"Hyde County, NC"	"37095"	"2008"	"2008"	91.45
	"Hyde County, NC"	"37095"	"2009"	"2009"	90.75
	"Hyde County, NC"	"37095"	"2010"	"2010"	93.86
	"Hyde County, NC"	"37095"	"2011"	"2011"	93.24
"Total"	"Hyde County, NC"	"37095"			91.12
	"Iredell County, NC"	"37097"	"1979"	"1979"	88.61
	"Iredell County, NC"	"37097"	"1980"	"1980"	91.43
	"Iredell County, NC"	"37097"	"1981"	"1981"	89.39
	"Iredell County, NC"	"37097"	"1982"	"1982"	87.16
	"Iredell County, NC"	"37097"	"1983"	"1983"	91.15
	"Iredell County, NC"	"37097"	"1984"	"1984"	88.06
	"Iredell County, NC"	"37097"	"1985"	"1985"	87.96
	"Iredell County, NC"	"37097"	"1986"	"1986"	91.01
	"Iredell County, NC"	"37097"	"1987"	"1987"	89.62
	"Iredell County, NC"	"37097"	"1988"	"1988"	90.46
	"Iredell County, NC"	"37097"	"1989"	"1989"	88.78
	"Iredell County, NC"	"37097"	"1990"	"1990"	88.90
	"Iredell County, NC"	"37097"	"1991"	"1991"	89.95
	"Iredell County, NC"	"37097"	"1992"	"1992"	88.18
	"Iredell County, NC"	"37097"	"1993"	"1993"	90.82
	"Iredell County, NC"	"37097"	"1994"	"1994"	88.32
	"Iredell County, NC"	"37097"	"1995"	"1995"	90.29
	"Iredell County, NC"	"37097"	"1996"	"1996"	88.33
	"Iredell County, NC"	"37097"	"1997"	"1997"	89.17
	"Iredell County, NC"	"37097"	"1998"	"1998"	90.54
	"Iredell County, NC"	"37097"	"1999"	"1999"	90.74
	"Iredell County, NC"	"37097"	"2000"	"2000"	89.25
	"Iredell County, NC"	"37097"	"2001"	"2001"	87.95
	"Iredell County, NC"	"37097"	"2002"	"2002"	90.25
	"Iredell County, NC"	"37097"	"2003"	"2003"	89.28
	"Iredell County, NC"	"37097"	"2004"	"2004"	87.63
	"Iredell County, NC"	"37097"	"2005"	"2005"	90.74
	"Iredell County, NC"	"37097"	"2006"	"2006"	89.76
	"Iredell County, NC"	"37097"	"2007"	"2007"	90.26
	"Iredell County, NC"	"37097"	"2008"	"2008"	90.39
	"Iredell County, NC"	"37097"	"2009"	"2009"	88.72
	"Iredell County, NC"	"37097"	"2010"	"2010"	92.82
	"Iredell County, NC"	"37097"	"2011"	"2011"	92.01
"Total"	"Iredell County, NC"	"37097"			89.71
	"Jackson County, NC"	"37099"	"1979"	"1979"	84.87
	"Jackson County, NC"	"37099"	"1980"	"1980"	85.81
	"Jackson County, NC"	"37099"	"1981"	"1981"	85.30
	"Jackson County, NC"	"37099"	"1982"	"1982"	84.17
	"Jackson County, NC"	"37099"	"1983"	"1983"	86.37
	"Jackson County, NC"	"37099"	"1984"	"1984"	84.12
	"Jackson County, NC"	"37099"	"1985"	"1985"	83.94
	"Jackson County, NC"	"37099"	"1986"	"1986"	84.43
	"Jackson County, NC"	"37099"	"1987"	"1987"	84.39
	"Jackson County, NC"	"37099"	"1988"	"1988"	84.78
	"Jackson County, NC"	"37099"	"1989"	"1989"	84.81
	"Jackson County, NC"	"37099"	"1990"	"1990"	84.47
	"Jackson County, NC"	"37099"	"1991"	"1991"	84.99
